month,year,ordinal,account,install,device,uomdesc,uom,readings,randvalue,
April,2019,387,220016020,3002672708,85750066,KVA,1,88,16474
April,2019,388,220016020,3002672708,85750066,KWH,2,23092,15157
April,2019,389,220016038,3002672710,63029360,KVA,1,70,13104
April,2019,390,220016197,3002676634,80395300,KRH,3,32167,6314
April,2019,391,220016197,3002676634,80395300,KVA,1,661,123739
April,2019,392,220016197,3002676634,80395300,KWH,2,625792,410832
April,2019,393,220016260,3002672830,80395463,KVA,1,75,14089
April,2019,394,220016260,3002672830,80395463,KWH,2,47538,31209
April,2019,395,220016503,3002668143,63193387,KVA,1,127,23943
April,2019,396,220016503,3002668143,63193387,KWH,2,54940,36068
April,2019,397,220016567,3003412021,63030034.,KVA,1,134,25085
April,2019,398,220016567,3003412021,63030034.,KWH,2,42810,28105
April,2019,399,220016574,3002668179,98369973,KRH,3,938,184
April,2019,400,220016574,3002668179,98369973,KVA,1,70,13104
April,2019,401,220016574,3002668179,98369973,KWH,2,17290,11351
April,2019,402,220016609,3002668191,80395275,KRH,3,396,78
April,2019,403,220016609,3002668191,80395275,KVA,1,70,13104
April,2019,404,220016609,3002668191,80395275,KWH,2,2342,1538
April,2019,405,220016951,3002671978,98452857,KRH,3,18216,3576
April,2019,406,220016951,3002671978,98452857,KVA,1,188,35333
April,2019,407,220016951,3002671978,98452857,KWH,2,66654,43758
April,2019,408,220017017,3002672014,98453629,KRH,3,3989,783
April,2019,409,220017017,3002672014,98453629,KVA,1,70,13104
April,2019,410,220017017,3002672014,98453629,KWH,2,15724,10323
April,2019,411,220017031,3002672025,98369683,KRH,3,35060,6882
April,2019,412,220017031,3002672025,98369683,KVA,1,314,58904
April,2019,413,220017031,3002672025,98369683,KWH,2,206658,135671
April,2019,414,220017056,3002672033,63020769,KRH,3,1117,219
April,2019,415,220017056,3002672033,63020769,KVA,1,81,15320
April,2019,416,220017056,3002672033,63020769,KWH,2,23326,15314
April,2019,417,220017218,3002674918,93708221,KRH,3,232,46
April,2019,418,220017218,3002674918,93708221,KVA,1,172,32229
April,2019,419,220017218,3002674918,93708221,KWH,2,73914,48525
April,2019,420,220017320,3003533660,93708205,KRH,3,7174,1408
April,2019,421,220017320,3003533660,93708205,KVA,1,229,43046
April,2019,422,220017320,3003533660,93708205,KWH,2,104060,68315
April,2019,423,220017480,3002650878,85189596,KRH,3,594,117
April,2019,424,220017480,3002650878,85189596,KVA,1,70,13104
April,2019,425,220017480,3002650878,85189596,KWH,2,17618,11566
April,2019,426,220017546,3002670709,63021250,KRH,3,4970,976
April,2019,427,220017546,3002670709,63021250,KVA,1,88,16539
April,2019,428,220017546,3002670709,63021250,KWH,2,42016,27584
April,2019,429,220017627,3002670762,93750658,KVA,1,70,13104
April,2019,430,220017627,3002670762,93750658,KWH,2,2126,1396
April,2019,431,220017793,3002674101,83834782,KVA,1,285,53352
April,2019,432,220017793,3002674101,83834782,KWH,2,124412,81676
April,2019,433,220017923,3002674170,98370623,KRH,3,17,3
April,2019,434,220017923,3002674170,98370623,KVA,1,70,13104
April,2019,435,220017923,3002674170,98370623,KWH,2,86,56
April,2019,436,220018050,3002651764,83834833,KVA,1,70,13104
April,2019,437,220018050,3002651764,83834833,KWH,2,17732,11642
April,2019,438,220018081,3002676808,83834445,KVA,1,374,70050
April,2019,439,220018081,3002676808,83834445,KWH,2,168280,110476
