category,ordinal,month,year,rateaccount,property,sgid,type,streetnumber,streetname,suburb,account,install,device,uomdesc,uom,readings,afterrandvalue,randvalue,
LPU-Demand  | LV,128,May,2019,206565741,Portion 119 of ERF 711 of CRAIGHALL PARK,T0IQ0064000000007110011900,Non Residential,9,BURNSIDE AVENUE,CRAIGHALL PARK,220000905,3002676382,207701426,KVA,1,70,13104,0
LPU-Demand  | LV,129,May,2019,206565741,Portion 119 of ERF 711 of CRAIGHALL PARK,T0IQ0064000000007110011900,Non Residential,9,BURNSIDE AVENUE,CRAIGHALL PARK,220000905,3002676382,207701426,KWH,2,8872,5824,0
LPU-Demand  | LV,130,May,2019,207106959,Portion 337 of ERF 711 of CRAIGHALL PARK,T0IQ0064000000007110033700,Non Residential,387,JAN SMUTS AVENUE,CRAIGHALL PARK,220000937,3003715817,63021699,KWH,2,16510,10839,0
LPU-Demand  | LV,131,May,2019,207106959,Portion 337 of ERF 711 of CRAIGHALL PARK,T0IQ0064000000007110033700,Non Residential,387,JAN SMUTS AVENUE,CRAIGHALL PARK,220000937,3003715817,63021699,KVA,1,70,13104,0
LPU-Demand  | LV,132,May,2019,206727022,ERF 723 of CRAIGHALL PARK,T0IQ0064000000007230000000,Non Residential,369,JAN SMUTS AVENUE,CRAIGHALL PARK,220001000,3002676394,83834799,KWH,2,468714,307711,0
LPU-Demand  | LV,133,May,2019,206727022,ERF 723 of CRAIGHALL PARK,T0IQ0064000000007230000000,Non Residential,369,JAN SMUTS AVENUE,CRAIGHALL PARK,220001000,3002676394,83834799,KVA,1,426,79747,0
LPU-Demand  | LV,134,May,2019,206538427,Portion 3 of ERF 14 of FORMAIN,T0IR0257000000000140000300,Non Residential,7,DROME ROAD,WHITNEY GARDENS,220001320,3002652432,93750739,KWH,2,9874,6482,0
LPU-Demand  | LV,135,May,2019,206538427,Portion 3 of ERF 14 of FORMAIN,T0IR0257000000000140000300,Non Residential,7,DROME ROAD,WHITNEY GARDENS,220001320,3002652432,93750739,KVA,1,73,13776,0
LPU-Demand  | LV,136,May,2019,554418829,ERF 184 of GRESSWOLD,T0IR0288000000001840000000,Non Residential,4,LAPWORTH ROAD,GRESSWOLD,220001433,3002670504,63055049,KVA,1,70,13104,0
LPU-Demand  | LV,137,May,2019,554418829,ERF 184 of GRESSWOLD,T0IR0288000000001840000000,Non Residential,4,LAPWORTH ROAD,GRESSWOLD,220001433,3002670504,63055049,KWH,2,15064,9890,0
LPU-Demand  | LV,138,May,2019,206506792,ERF 112 of ILLOVO,T0IR0326000000001120000000,Non Residential,18,CHAPLIN ROAD,ILLOVO,220001514,3002670564,84368262,KVA,1,70,13104,0
LPU-Demand  | LV,139,May,2019,206506792,ERF 112 of ILLOVO,T0IR0326000000001120000000,Non Residential,18,CHAPLIN ROAD,ILLOVO,220001514,3002670564,84368262,KWH,2,16510,10839,0
LPU-Demand  | LV,140,May,2019,206376550,ERF 482 of KEW,T0IR0361000000004820000000,Non Residential,90,SECOND AVENUE,KEW,220001842,3002673774,98369507,KVA,1,70,13104,0
LPU-Demand  | LV,141,May,2019,206376550,ERF 482 of KEW,T0IR0361000000004820000000,Non Residential,90,SECOND AVENUE,KEW,220001842,3002673774,98369507,KRH,3,831,163,0
LPU-Demand  | LV,142,May,2019,206376550,ERF 482 of KEW,T0IR0361000000004820000000,Non Residential,90,SECOND AVENUE,KEW,220001842,3002673774,98369507,KWH,2,11772,7728,0
LPU-Demand  | LV,143,May,2019,206473748,ERF 593 of KEW,T0IR0361000000005930000000,Non Residential,101,ELEVENTH ROAD,KEW,220002067,3002667653,80395516,KWH,2,95648,62793,0
LPU-Demand  | LV,144,May,2019,206473748,ERF 593 of KEW,T0IR0361000000005930000000,Non Residential,101,ELEVENTH ROAD,KEW,220002067,3002667653,80395516,KVA,1,410,76862,0
LPU-Demand  | LV,145,May,2019,206473748,ERF 593 of KEW,T0IR0361000000005930000000,Non Residential,101,ELEVENTH ROAD,KEW,220002067,3002667653,80395516,KRH,3,24737,4856,0
LPU-Demand  | LV,146,May,2019,206773283,ERF 670 of KEW,T0IR0361000000006700000000,Non Residential,40,THIRTEENTH ROAD,KEW,220002282,3002671649,63021753,KVA,1,227,42551,0
LPU-Demand  | LV,147,May,2019,206773283,ERF 670 of KEW,T0IR0361000000006700000000,Non Residential,40,THIRTEENTH ROAD,KEW,220002282,3002671649,63021753,KWH,2,155762,102258,0
LPU-Demand  | LV,148,May,2019,206773283,ERF 670 of KEW,T0IR0361000000006700000000,Non Residential,40,THIRTEENTH ROAD,KEW,220002282,3002671649,63021753,KRH,3,7745,1520,0
LPU-Demand  | LV,149,May,2019,206556747,ERF 685 of KEW,T0IR0361000000006850000000,Non Residential,51,THIRTEENTH ROAD,KEW,220002317,3002671678,63034025,KWH,2,56926,37372,0
LPU-Demand  | LV,150,May,2019,206556747,ERF 685 of KEW,T0IR0361000000006850000000,Non Residential,51,THIRTEENTH ROAD,KEW,220002317,3002671678,63034025,KVA,1,121,22820,0
LPU-Demand  | LV,151,May,2019,206404889,ERF 700 of KEW,T0IR0361000000007000000000,Non Residential,26,WYNBERG ROAD,KEW,220002349,3002674696,96948301,KWH,2,24104,15824,0
LPU-Demand  | LV,152,May,2019,206404889,ERF 700 of KEW,T0IR0361000000007000000000,Non Residential,26,WYNBERG ROAD,KEW,220002349,3002674696,96948301,KRH,3,4859,954,0
LPU-Demand  | LV,153,May,2019,206404889,ERF 700 of KEW,T0IR0361000000007000000000,Non Residential,26,WYNBERG ROAD,KEW,220002349,3002674696,96948301,KVA,1,79,14852,0
LPU-Demand  | LV,154,May,2019,206582987,Portion 160 of ERF 724 of KEW,T0IR0361000000007240016000,Non Residential,272,CORLETT DRIVE,BRAMLEY,220002363,3002674728,63036258,KRH,3,40328,7916,0
LPU-Demand  | LV,155,May,2019,206582987,Portion 160 of ERF 724 of KEW,T0IR0361000000007240016000,Non Residential,272,CORLETT DRIVE,BRAMLEY,220002363,3002674728,63036258,KWH,2,311120,204250,0
LPU-Demand  | LV,156,May,2019,206582987,Portion 160 of ERF 724 of KEW,T0IR0361000000007240016000,Non Residential,272,CORLETT DRIVE,BRAMLEY,220002363,3002674728,63036258,KVA,1,360,67560,0
LPU-Demand  | LV,157,May,2019,206405032,ERF 732 of KEW,T0IR0361000000007320000000,Non Residential,106A,THIRD AVENUE,KEW,220002388,3002674745,80395336,KWH,2,16510,10839,0
LPU-Demand  | LV,158,May,2019,206405032,ERF 732 of KEW,T0IR0361000000007320000000,Non Residential,106A,THIRD AVENUE,KEW,220002388,3002674745,80395336,KVA,1,258,48414,0
LPU-Demand  | LV,159,May,2019,206405064,Portion 6 of ERF 738 of KEW,T0IR0361000000007380000600,Non Residential,633,PRETORIA MN ROAD,Raumaraispark,220002395,3002674756,98453091,KWH,2,1456046,938777,0
LPU-Demand  | LV,160,May,2019,206405064,Portion 6 of ERF 738 of KEW,T0IR0361000000007380000600,Non Residential,633,PRETORIA MN ROAD,Raumaraispark,220002395,3002674756,98453091,KRH,3,23955,1531,0
LPU-Demand  | LV,161,May,2019,206405064,Portion 6 of ERF 738 of KEW,T0IR0361000000007380000600,Non Residential,633,PRETORIA MN ROAD,Raumaraispark,220002395,3002674756,98453091,KVA,1,2265,410257,0
LPU-Demand  | LV,162,May,2019,206405963,ERF 803 of KEW,T0IR0361000000008030000000,Non Residential,76,ELEVENTH ROAD,KEW,220002500,3002667759,80395546,KRH,3,12390,2432,0
LPU-Demand  | LV,163,May,2019,206405963,ERF 803 of KEW,T0IR0361000000008030000000,Non Residential,76,ELEVENTH ROAD,KEW,220002500,3002667759,80395546,KWH,2,78804,51735,0
LPU-Demand  | LV,164,May,2019,206405963,ERF 803 of KEW,T0IR0361000000008030000000,Non Residential,76,ELEVENTH ROAD,KEW,220002500,3002667759,80395546,KVA,1,238,44703,0
LPU-Demand  | LV,165,May,2019,206840814,REM of ERF 17 of LYNDHURST,T0IR04060000000001700000RE,Non Residential,15,SECOND AVENUE,LYNDHURST,220002780,3002671390,63034152,KWH,2,53142,34888,0
LPU-Demand  | LV,166,May,2019,206840814,REM of ERF 17 of LYNDHURST,T0IR04060000000001700000RE,Non Residential,15,SECOND AVENUE,LYNDHURST,220002780,3002671390,63034152,KVA,1,74,14003,0
LPU-Demand  | LV,167,May,2019,206840814,REM of ERF 17 of LYNDHURST,T0IR04060000000001700000RE,Non Residential,15,SECOND AVENUE,LYNDHURST,220002780,3002671390,63034152,KRH,3,8413,1652,0
LPU-Demand  | LV,168,May,2019,206408594,REM of ERF 42 of LYNDHURST,T0IR04060000000004200000RE,Non Residential,110,JOHANNESBURG ROAD,LYNDHURST,220002853,3002671448,63172386,KVA,1,70,13104,0
LPU-Demand  | LV,169,May,2019,206408594,REM of ERF 42 of LYNDHURST,T0IR04060000000004200000RE,Non Residential,110,JOHANNESBURG ROAD,LYNDHURST,220002853,3002671448,63172386,KWH,2,33766,22167,0
LPU-Demand  | LV,170,May,2019,207029912,REM of ERF 507 of SANDRINGHAM,T0IR05920000000050700000RE,Non Residential,33,ELIZABETH AVENUE,SANDRINGHAM,220003550,3002672203,99633133,KVA,1,70,13104,0
LPU-Demand  | LV,171,May,2019,207029912,REM of ERF 507 of SANDRINGHAM,T0IR05920000000050700000RE,Non Residential,33,ELIZABETH AVENUE,SANDRINGHAM,220003550,3002672203,99633133,KWH,2,19358,12709,0
LPU-Demand  | LV,172,May,2019,206336854,ERF 164 of SAVOY ESTATE,T0IR0593000000001640000000,Non Residential,38,DARWIN AVENUE,SAVOY ESTATE,220003695,3002667152,63021533,KVA,1,180,33791,0
LPU-Demand  | LV,173,May,2019,206336854,ERF 164 of SAVOY ESTATE,T0IR0593000000001640000000,Non Residential,38,DARWIN AVENUE,SAVOY ESTATE,220003695,3002667152,63021533,KWH,2,123718,81221,0
LPU-Demand  | LV,174,May,2019,201282757,ERF 87 of HYDE PARK,T0IR0323000000000870000000,Non Residential,287,JAN SMUTS AVENUE,Dunkeld West,220004353,3003007921,83834616,KVA,1,158,29617,0
LPU-Demand  | LV,175,May,2019,201282757,ERF 87 of HYDE PARK,T0IR0323000000000870000000,Non Residential,287,JAN SMUTS AVENUE,Dunkeld West,220004353,3003007921,83834616,KWH,2,88012,57780,0
LPU-Demand  | LV,176,May,2019,500100363,ERF 66 of ELECTRON,T0IR0218000000000660000000,Non Residential,391,SOUTHERN KLIPRIVERSBERG ROAD,ELECTRON,220004716,3002652854,96948427,KWH,2,66000,43329,0
LPU-Demand  | LV,177,May,2019,500100363,ERF 66 of ELECTRON,T0IR0218000000000660000000,Non Residential,391,SOUTHERN KLIPRIVERSBERG ROAD,ELECTRON,220004716,3002652854,96948427,KVA,1,260,48767,0
LPU-Demand  | LV,178,May,2019,500100363,ERF 66 of ELECTRON,T0IR0218000000000660000000,Non Residential,391,SOUTHERN KLIPRIVERSBERG ROAD,ELECTRON,220004716,3002652854,96948427,KRH,3,12322,2419,0
LPU-Demand  | LV,179,May,2019,500170811,ERF 236 of FERREIRAS DORP,T0IR0247000000002360000000,Non Residential,25,COMMISSIONER STREET,FERREIRAS DORP,220004794,3002668692,98369273,KWH,2,116438,76442,0
LPU-Demand  | LV,180,May,2019,500170811,ERF 236 of FERREIRAS DORP,T0IR0247000000002360000000,Non Residential,25,COMMISSIONER STREET,FERREIRAS DORP,220004794,3002668692,98369273,KVA,1,164,30834,0
LPU-Demand  | LV,181,May,2019,500170811,ERF 236 of FERREIRAS DORP,T0IR0247000000002360000000,Non Residential,25,COMMISSIONER STREET,FERREIRAS DORP,220004794,3002668692,98369273,KRH,3,5556,1091,0
LPU-Demand  | LV,182,May,2019,500100476,ERF 243 of FERREIRAS DORP,T0IR0247000000002430000000,Non Residential,29,MIRIAM MAKEBA STREET,FERREIRAS DORP,220004804,3002668695,63029422,KWH,2,86,56,0
LPU-Demand  | LV,183,May,2019,500100476,ERF 243 of FERREIRAS DORP,T0IR0247000000002430000000,Non Residential,29,MIRIAM MAKEBA STREET,FERREIRAS DORP,220004804,3002668695,63029422,KVA,1,70,13104,0
LPU-Demand  | LV,184,May,2019,503330372,ERF 304 of FERREIRAS DORP,T0IR0247000000003040000000,Non Residential,36,FOX STREET,FERREIRAS DORP,220004850,3002668723,80395155,KWH,2,61584,40430,0
LPU-Demand  | LV,185,May,2019,503330372,ERF 304 of FERREIRAS DORP,T0IR0247000000003040000000,Non Residential,36,FOX STREET,FERREIRAS DORP,220004850,3002668723,80395155,KVA,1,71,13462,0
LPU-Demand  | LV,186,May,2019,503330372,ERF 304 of FERREIRAS DORP,T0IR0247000000003040000000,Non Residential,36,FOX STREET,FERREIRAS DORP,220004868,3002677026,96879749,KRH,3,13500,2650,0
LPU-Demand  | LV,187,May,2019,503330372,ERF 304 of FERREIRAS DORP,T0IR0247000000003040000000,Non Residential,36,FOX STREET,FERREIRAS DORP,220004868,3002677026,96879749,KWH,2,610000,400465,0
LPU-Demand  | LV,188,May,2019,503330372,ERF 304 of FERREIRAS DORP,T0IR0247000000003040000000,Non Residential,36,FOX STREET,FERREIRAS DORP,220004868,3002677026,96879749,KVA,1,889,166421,0
LPU-Demand  | LV,189,May,2019,500159053,ERF 319 of FERREIRAS DORP,T0IR0247000000003190000000,Non Residential,44,MAIN STREET,FERREIRAS DORP,220004917,3002668765,85750313,KVA,1,70,13104,0
LPU-Demand  | LV,190,May,2019,500159053,ERF 319 of FERREIRAS DORP,T0IR0247000000003190000000,Non Residential,44,MAIN STREET,FERREIRAS DORP,220004917,3002668765,85750313,KRH,3,1120,220,0
LPU-Demand  | LV,191,May,2019,500159053,ERF 319 of FERREIRAS DORP,T0IR0247000000003190000000,Non Residential,44,MAIN STREET,FERREIRAS DORP,220004917,3002668765,85750313,KWH,2,1196,785,0
LPU-Demand  | LV,192,May,2019,550781238,REM of ERF 1277 of MARSHALLS EXT.1,T0IR04220010000127700000RE,Non Residential,29,GODFREY STREET,MARSHALLS TOWN,220005300,3003565360,85750132,KWH,2,54000,35451,0
LPU-Demand  | LV,193,May,2019,500108309,ERF 87 of NEW CENTRE,T0IR0460000000000870000000,Non Residential,20,ROPER STREET,VILLAGE MAIN,220005540,3002669118,98368005,KVA,1,145,27298,0
LPU-Demand  | LV,194,May,2019,500108309,ERF 87 of NEW CENTRE,T0IR0460000000000870000000,Non Residential,20,ROPER STREET,VILLAGE MAIN,220005540,3002669118,98368005,KRH,3,465,91,0
LPU-Demand  | LV,195,May,2019,500108309,ERF 87 of NEW CENTRE,T0IR0460000000000870000000,Non Residential,20,ROPER STREET,VILLAGE MAIN,220005540,3002669118,98368005,KWH,2,88264,57945,0
LPU-Demand  | LV,196,May,2019,500154633,ERF 134 of NEW CENTRE,T0IR0460000000001340000000,Non Residential,24,HULBERT ROAD,VILLAGE MAIN,220005614,3002669141,80395168,KWH,2,111988,73520,0
LPU-Demand  | LV,197,May,2019,500154633,ERF 134 of NEW CENTRE,T0IR0460000000001340000000,Non Residential,24,HULBERT ROAD,VILLAGE MAIN,220005614,3002669141,80395168,KVA,1,273,51106,0
LPU-Demand  | LV,198,May,2019,500152844,Portion 2 of ERF 6 of SALISBURY CLAIMS,T0IR0587000000000060000200,Non Residential,32,SALISBURY STREET,SALISBURY CLAIMS,220005879,3002669265,85189539,KWH,2,26418,17343,0
LPU-Demand  | LV,199,May,2019,500152844,Portion 2 of ERF 6 of SALISBURY CLAIMS,T0IR0587000000000060000200,Non Residential,32,SALISBURY STREET,SALISBURY CLAIMS,220005879,3002669265,85189539,KVA,1,120,22464,0
LPU-Demand  | LV,200,May,2019,500152844,Portion 2 of ERF 6 of SALISBURY CLAIMS,T0IR0587000000000060000200,Non Residential,32,SALISBURY STREET,SALISBURY CLAIMS,220005879,3002669265,85189539,KRH,3,3105,610,0
LPU-Demand  | LV,201,May,2019,500112714,ERF 71 of SELBY,T0IR0597000000000710000000,Non Residential,54,WEBBER STREET,SELBY,220006008,3002672737,94918029,KRH,3,472,93,0
LPU-Demand  | LV,202,May,2019,500112714,ERF 71 of SELBY,T0IR0597000000000710000000,Non Residential,54,WEBBER STREET,SELBY,220006008,3002672737,94918029,KVA,1,78,14748,0
LPU-Demand  | LV,203,May,2019,500112714,ERF 71 of SELBY,T0IR0597000000000710000000,Non Residential,54,WEBBER STREET,SELBY,220006008,3002672737,94918029,KWH,2,21132,13873,0
LPU-Demand  | LV,204,May,2019,500112721,ERF 72 of SELBY,T0IR0597000000000720000000,Non Residential,56,WEBBER STREET,SELBY,220006015,3002672740,98370206,KWH,2,30816,20231,0
LPU-Demand  | LV,205,May,2019,500112721,ERF 72 of SELBY,T0IR0597000000000720000000,Non Residential,56,WEBBER STREET,SELBY,220006015,3002672740,98370206,KVA,1,94,17720,0
LPU-Demand  | LV,206,May,2019,500112721,ERF 72 of SELBY,T0IR0597000000000720000000,Non Residential,56,WEBBER STREET,SELBY,220006015,3002672740,98370206,KRH,3,2007,394,0
LPU-Demand  | LV,207,May,2019,500112827,ERF 88 of SELBY,T0IR0597000000000880000000,Non Residential,,,SELBY,220006086,3002672778,80395554,KVA,1,150,28081,0
LPU-Demand  | LV,208,May,2019,500112827,ERF 88 of SELBY,T0IR0597000000000880000000,Non Residential,,,SELBY,220006086,3002672778,80395554,KWH,2,95438,62655,0
LPU-Demand  | LV,209,May,2019,500152474,ERF 203 of VILLAGE DEEP,T0IR0699000000002030000000,Non Residential,17,BITCON ROAD,VILLAGE DEEP,220006488,3002668190,63021692,KWH,2,35806,23507,0
LPU-Demand  | LV,210,May,2019,500152474,ERF 203 of VILLAGE DEEP,T0IR0699000000002030000000,Non Residential,17,BITCON ROAD,VILLAGE DEEP,220006488,3002668190,63021692,KVA,1,70,13104,0
LPU-Demand  | LV,211,May,2019,504105524,ERF 223 of VILLAGE DEEP,T0IR0699000000002230000000,Non Residential,28,BITCON ROAD,VILLAGE DEEP,220006544,3002668219,80395276,KRH,3,15116,2967,0
LPU-Demand  | LV,212,May,2019,504105524,ERF 223 of VILLAGE DEEP,T0IR0699000000002230000000,Non Residential,28,BITCON ROAD,VILLAGE DEEP,220006544,3002668219,80395276,KVA,1,235,44003,0
LPU-Demand  | LV,213,May,2019,504105524,ERF 223 of VILLAGE DEEP,T0IR0699000000002230000000,Non Residential,28,BITCON ROAD,VILLAGE DEEP,220006544,3002668219,80395276,KWH,2,98654,64766,0
LPU-Demand  | LV,214,May,2019,500156743,ERF 248 of VILLAGE DEEP,T0IR0699000000002480000000,Non Residential,142,ELOFF STREET,VILLAGE DEEP,220006590,3002668240,63034999,KRH,3,1181,232,0
LPU-Demand  | LV,215,May,2019,500156743,ERF 248 of VILLAGE DEEP,T0IR0699000000002480000000,Non Residential,142,ELOFF STREET,VILLAGE DEEP,220006590,3002668240,63034999,KWH,2,15548,10207,0
LPU-Demand  | LV,216,May,2019,500156743,ERF 248 of VILLAGE DEEP,T0IR0699000000002480000000,Non Residential,142,ELOFF STREET,VILLAGE DEEP,220006590,3002668240,63034999,KVA,1,70,13104,0
LPU-Demand  | LV,217,May,2019,552136794,ERF 264 of VILLAGE DEEP,T0IR0699000000002640000000,Non Residential,1,INGLESTONE ROAD,VILLAGE DEEP,220006600,3002668246,83834622,KVA,1,542,101462,0
LPU-Demand  | LV,218,May,2019,552136794,ERF 264 of VILLAGE DEEP,T0IR0699000000002640000000,Non Residential,1,INGLESTONE ROAD,VILLAGE DEEP,220006600,3002668246,83834622,KWH,2,185340,121676,0
LPU-Demand  | LV,219,May,2019,503995426,ERF 319 of VILLAGE DEEP,T0IR0699000000003190000000,Non Residential,2,WRIGHT-BOAG ROAD,VILLAGE DEEP,220006745,3002676680,83834620,KWH,2,227028,149044,0
LPU-Demand  | LV,220,May,2019,503995426,ERF 319 of VILLAGE DEEP,T0IR0699000000003190000000,Non Residential,2,WRIGHT-BOAG ROAD,VILLAGE DEEP,220006745,3002676680,83834620,KVA,1,549,102773,0
LPU-Demand  | LV,221,May,2019,500119967,ERF 40 of WESTGATE,T0IR0725000000000400000000,Non Residential,195,MAIN REEF ROAD,WESTGATE,220007080,3002672073,93750599,KWH,2,25560,16780,0
LPU-Demand  | LV,222,May,2019,500119967,ERF 40 of WESTGATE,T0IR0725000000000400000000,Non Residential,195,MAIN REEF ROAD,WESTGATE,220007080,3002672073,93750599,KVA,1,173,32495,0
LPU-Demand  | LV,223,May,2019,500119967,ERF 40 of WESTGATE,T0IR0725000000000400000000,Non Residential,195,MAIN REEF ROAD,WESTGATE,220007080,3002672073,93750599,KRH,3,6506,1277,0
LPU-Demand  | LV,224,May,2019,500119981,ERF 70 of WESTGATE,T0IR0725000000000700000000,Non Residential,201,MAIN REEF ROAD,WESTGATE,220007114,3002674897,63036392,KVA,1,70,13104,0
LPU-Demand  | LV,225,May,2019,500119981,ERF 70 of WESTGATE,T0IR0725000000000700000000,Non Residential,201,MAIN REEF ROAD,WESTGATE,220007114,3002674897,63036392,KWH,2,1812,1190,0
LPU-Demand  | LV,226,May,2019,500119981,ERF 70 of WESTGATE,T0IR0725000000000700000000,Non Residential,201,MAIN REEF ROAD,WESTGATE,220007114,3002674897,63036392,KRH,3,484,95,0
LPU-Demand  | LV,227,May,2019,501380716,Portion 454 of ERF 96 of TURFFONTEIN 96-IR,T0IR0000096000000960045400,PSI,,,TURFFONTEIN 96-IR,220007259,3003533923,95680987,KVA,1,80,15159,0
LPU-Demand  | LV,228,May,2019,501380716,Portion 454 of ERF 96 of TURFFONTEIN 96-IR,T0IR0000096000000960045400,PSI,,,TURFFONTEIN 96-IR,220007259,3003533923,95680987,KRH,3,14054,2759,0
LPU-Demand  | LV,229,May,2019,501380716,Portion 454 of ERF 96 of TURFFONTEIN 96-IR,T0IR0000096000000960045400,PSI,,,TURFFONTEIN 96-IR,220007259,3003533923,95680987,KWH,2,84356,55380,0
LPU-Demand  | LV,230,May,2019,303177906,REM of ERF 10 of MANUFACTA,T0IQ02390000000001000000RE,Non Residential,11,EINDE STREET,MANUFACTA,220007523,3002670763,98449069,KRH,3,11888,2334,0
LPU-Demand  | LV,231,May,2019,303177906,REM of ERF 10 of MANUFACTA,T0IQ02390000000001000000RE,Non Residential,11,EINDE STREET,MANUFACTA,220007523,3002670763,98449069,KWH,2,5876,3858,0
LPU-Demand  | LV,232,May,2019,303177906,REM of ERF 10 of MANUFACTA,T0IQ02390000000001000000RE,Non Residential,11,EINDE STREET,MANUFACTA,220007523,3002670763,98449069,KVA,1,155,29153,0
LPU-Demand  | LV,233,May,2019,300021851,ERF 1849 of ROODEPOORT,T0IQ0352000000018490000000,Non Residential,,,ROODEPOORT,220007918,3002674164,63012491,KWH,2,181084,118883,0
LPU-Demand  | LV,234,May,2019,300021851,ERF 1849 of ROODEPOORT,T0IQ0352000000018490000000,Non Residential,,,ROODEPOORT,220007918,3002674164,63012491,KVA,1,74,14003,0
LPU-Demand  | LV,235,May,2019,300023802,ERF 2017 of ROODEPOORT,T0IQ0352000000020170000000,Non Residential,,,ROODEPOORT,220008140,3002651800,83834587,KVA,1,303,56809,0
LPU-Demand  | LV,236,May,2019,300023802,ERF 2017 of ROODEPOORT,T0IQ0352000000020170000000,Non Residential,,,ROODEPOORT,220008140,3002651800,83834587,KWH,2,101466,66612,0
LPU-Demand  | LV,237,May,2019,300023802,ERF 2017 of ROODEPOORT,T0IQ0352000000020170000000,Non Residential,,,ROODEPOORT,220008140,3002651800,83834587,KRH,3,11723,2301,0
LPU-Demand  | LV,238,May,2019,302981945,Portion 1 of ERF 1 of TECHNIKON,T0IQ0397000000000010000100,Non Residential,2893,ALBERTINA SISULU ROAD,TECHNIKON,220008580,3002668952,63031915,KRH,3,7581,1488,0
LPU-Demand  | LV,239,May,2019,302981945,Portion 1 of ERF 1 of TECHNIKON,T0IQ0397000000000010000100,Non Residential,2893,ALBERTINA SISULU ROAD,TECHNIKON,220008580,3002668952,63031915,KVA,1,126,23662,0
LPU-Demand  | LV,240,May,2019,302981945,Portion 1 of ERF 1 of TECHNIKON,T0IQ0397000000000010000100,Non Residential,2893,ALBERTINA SISULU ROAD,TECHNIKON,220008580,3002668952,63031915,KWH,2,41226,27065,0
LPU-Demand  | LV,241,May,2019,300042241,REM of ERF 2 of TECHNIKON,T0IQ03970000000000200000RE,Non Residential,2883,ALBERTINA SISULU ROAD,TECHNIKON,220008622,3002668973,96948254,KVA,1,111,20806,0
LPU-Demand  | LV,242,May,2019,300042241,REM of ERF 2 of TECHNIKON,T0IQ03970000000000200000RE,Non Residential,2883,ALBERTINA SISULU ROAD,TECHNIKON,220008622,3002668973,96948254,KRH,3,632,124,0
LPU-Demand  | LV,243,May,2019,300042241,REM of ERF 2 of TECHNIKON,T0IQ03970000000000200000RE,Non Residential,2883,ALBERTINA SISULU ROAD,TECHNIKON,220008622,3002668973,96948254,KWH,2,14456,9490,0
LPU-Demand  | LV,244,May,2019,300064894,Portion 1 of ERF 6 of TECHNIKON,T0IQ0397000000000060000100,Non Residential,,,TECHNIKON,220008630,3002668980,93708211,KVA,1,235,44035,0
LPU-Demand  | LV,245,May,2019,300064894,Portion 1 of ERF 6 of TECHNIKON,T0IQ0397000000000060000100,Non Residential,,,TECHNIKON,220008630,3002668980,93708211,KWH,2,162676,106797,0
LPU-Demand  | LV,246,May,2019,300064894,Portion 1 of ERF 6 of TECHNIKON,T0IQ0397000000000060000100,Non Residential,,,TECHNIKON,220008630,3002668980,93708211,KRH,3,37780,7416,0
